Reviewed_Status,Most_Recent_Status,Source,Net_Yield,IRR
Offered,Closed,Opendoor,9.83,17.03
Cancelled,Pending,Bulk,13.44,19.11
Offered,Cancel,M L S,3.03,17.6
Closed,Always Kick,M L S,2.27,16.63
Reviewed,Pend,Bulk,11.1,13.91
 Closed,Cancelled,M L S,12.04,23.48
Neww,Pending,M L S,4.11,7.7
Cancelled,Pending,Broker,7.84,13.04
Neww,Pending,M L S,11.42,14.84
Cancelled,Pending, MLS,4.41,9.18
New,Close,M L S,4.94,11.64
Reviewed,Kick, MLS,15.41,7.7
Cancelled,Closed, MLS,3.0,7.31
Offered,Closed,Auction.com,17.32,24.28
New,Pending,Opendoor,19.1,28.88
 Closed, Close ,Auction.com,5.35,17.76
New,Cancel,M.L.S.,16.47,17.78
Cancelled,Pending,M.L.S.,8.56,23.55
Neww,Pend,Bulk,12.1,19.96
Offered,Cancel,Opendoor,7.39,28.32
Reviewed,Pending,Broker,15.93,23.51
 Closed,Cancel, MLS,6.59,14.84
 Closed,Pending,Internal,6.49,17.62
Neww,Pending,M L S,14.81,10.99
New,Pending,Internal,12.32,5.97
Closed,Closed,Internal,17.6,27.87
 Closed,Cancel,Bulk,17.63,9.18
Closed,Pend,Broker,7.68,28.84
 Closed,Pending, MLS,13.76,8.0
Reviewed, Close ,M L S,6.31,13.53
 Closed,Closed,Bulk,18.64,23.4
Offered,Cancelled,M L S,12.1,20.01
Accepted Offer,Pending,M L S,8.87,16.1
Offered,Always Kick,M.L.S.,13.29,7.57
 Closed,Pend,M.L.S.,11.09,11.97
 Closed,Available,Auction.com,18.74,18.15
 Closed,Pending,Internal,13.37,23.95
New,Cancel,M L S,12.19,22.4
 Closed,Pending,M L S,8.53,15.07
Reviewed,Available,Bulk,12.32,20.53
Accepted Offer,Cancelled,Auction.com,8.91,27.37
Offered,Cancelled,M.L.S.,18.29,12.0
Reviewed,Pending, MLS,16.98,5.15
 Closed,Kick, MLS,11.25,19.32
Accepted Offer,Pending,M L S,11.98,16.13
Accepted Offer,Always Kick,M.L.S.,11.57,20.06
Closed,Closed,M L S,18.87,27.41
Accepted Offer,Cancelled,M.L.S.,8.92,20.07
Neww,Pend,Opendoor,15.97,8.75
Offered,Always Kick,Broker,3.17,14.29
 Closed, Close ,Broker,3.11,11.17
Reviewed,Pending, MLS,14.96,10.0
Accepted Offer,Pending,Internal,17.42,27.5
Reviewed,Cancel, MLS,8.26,6.19
 Closed,Pending,M L S,17.28,6.43
Cancelled,Cancelled, MLS,9.26,8.85
 Closed,Pending,Internal,10.52,18.34
Accepted Offer, Close ,Auction.com,4.75,11.84
 Closed,Always Kick,Internal,3.36,22.99
Accepted Offer, Close ,Opendoor,10.4,8.31
 Closed,Cancelled, MLS,16.91,22.15
Cancelled,Close,Broker,13.88,6.43
Neww,Cancelled,Broker,16.38,27.54
 Closed,Cancelled,M.L.S.,14.04,9.9
Reviewed,Pending,Opendoor,17.87,28.76
 Closed,Pending,M.L.S.,10.83,29.63
 Closed,Pending,Opendoor,18.36,21.75
Offered, Close ,Auction.com,18.22,14.75
 Closed,Available,Bulk,18.16,21.5
New,Cancel, MLS,9.41,24.5
 Closed,Pending,M.L.S.,15.0,25.26
 Closed, Close ,M L S,18.81,11.0
Accepted Offer,Available,M.L.S.,11.53,13.49
Neww,Pending,Opendoor,16.17,17.59
 Closed,Pend,Broker,3.34,29.53
New,Pending,M.L.S.,17.09,23.04
 Closed,Pending,Bulk,6.27,17.76
New,Pending,M.L.S.,4.48,22.2
 Closed,Kick,M L S,9.67,16.46
Cancelled,Kick,Bulk,10.0,21.6
Closed,Always Kick,Broker,14.07,13.31
Reviewed,Available,M.L.S.,15.14,20.74
Closed,Cancelled, MLS,2.09,25.77
Closed,Pending,M L S,17.12,23.01
Accepted Offer, Close ,Auction.com,8.36,21.56
Neww, Close ,Bulk,6.4,5.71
 Closed,Pending,M L S,19.64,14.84
Offered,Pending,Internal,10.08,25.34
Offered,Pending,M.L.S.,9.2,22.11
 Closed, Close ,M.L.S.,13.89,25.22
Closed,Pending,Internal,11.72,16.86
 Closed,Cancelled,Bulk,14.98,11.46
Neww,Closed,Auction.com,5.99,19.81
 Closed,Closed,Opendoor,5.07,17.82
 Closed, Close ,M L S,4.32,16.04
New,Pending,Broker,10.58,25.16
Neww,Pending,M L S,14.26,22.11
 Closed,Pending, MLS,16.52,21.93
 Closed,Kick,Broker,12.59,9.59
 Closed,Pending,Auction.com,2.15,23.47
New,Pending,Auction.com,8.46,27.19
Closed,Kick,Opendoor,4.6,8.76
Accepted Offer,Pending,M.L.S.,5.42,13.39
Closed,Close,Bulk,12.29,22.64
Reviewed,Cancel,M.L.S.,13.4,7.38
 Closed,Pend,Bulk,9.34,24.1
 Closed,Pending,M L S,9.36,25.16
New,Closed,Bulk,12.29,13.72
Reviewed,Pending,M L S,7.74,21.62
Offered, Close ,Bulk,3.18,18.91
New,Available,Opendoor,16.67,6.44
Neww,Pending,Broker,15.05,8.35
Offered,Pending,Auction.com,10.21,17.78
Reviewed,Cancel,Broker,15.92,6.54
Accepted Offer,Closed,M.L.S.,12.06,28.99
Reviewed,Closed,Opendoor,16.21,11.19
Reviewed,Kick,Opendoor,11.36,8.07
Reviewed,Pend,Broker,10.45,13.71
Accepted Offer, Close ,Bulk,8.05,24.77
New,Pending, MLS,5.05,17.72
Reviewed,Pending,Bulk,6.03,15.36
Cancelled,Kick,M L S,6.23,9.62
Neww,Close,M L S,6.39,11.04
Offered,Available,Internal,7.27,6.69
 Closed,Close,Internal,6.22,8.76
Neww,Cancel,Bulk,19.13,10.25
Neww,Pend,Auction.com,15.29,6.8100000000000005
New,Pending,Broker,11.18,27.59
Neww,Closed,Broker,8.59,26.48
Neww,Kick,Broker,5.36,26.66
 Closed,Available,M.L.S.,6.52,19.86
New,Closed, MLS,13.11,28.21
Neww,Pending,Broker,5.43,27.13
 Closed,Cancelled,M L S,12.13,7.06
Offered,Pending,Auction.com,18.42,12.62
 Closed,Pending,Opendoor,7.75,17.53
Neww,Pending,M L S,6.17,6.53
Offered,Cancel,Broker,5.44,16.48
Closed,Always Kick,Broker,4.84,15.27
Offered,Cancel,Internal,11.73,23.49
 Closed,Closed,Broker,18.05,10.74
 Closed, Close ,Opendoor,3.24,14.99
 Closed,Pending,Broker,15.32,5.07
Reviewed,Available,Broker,8.03,15.49
Neww,Pending, MLS,4.17,16.01
 Closed, Close ,Internal,12.45,20.57
Accepted Offer,Cancelled,Internal,13.09,17.47
Closed,Cancelled,M.L.S.,9.08,7.38
Closed,Pending,Internal,12.62,20.93
 Closed,Available,Opendoor,12.52,21.34
 Closed,Pend,M.L.S.,19.72,24.0
Offered,Pending,Bulk,15.2,8.29
Accepted Offer,Pending,Opendoor,9.58,10.5
Reviewed,Closed,Broker,16.08,15.91
 Closed,Cancel,Bulk,18.92,6.53
Accepted Offer,Pending,Auction.com,6.6,7.02
New, Close ,Bulk,16.21,26.44
 Closed,Always Kick, MLS,19.43,7.12
Neww,Cancel,M.L.S.,5.95,27.98
 Closed,Available,Auction.com,11.61,9.38
Neww,Pending,M L S,14.13,25.69
Neww,Cancel,M.L.S.,19.91,14.59
Accepted Offer,Closed,Internal,13.15,10.77
New,Pending,M.L.S.,5.14,10.47
Offered,Cancelled,Opendoor,13.59,14.4
 Closed, Close ,M.L.S.,12.22,19.23
Reviewed,Cancelled,Internal,7.91,16.42
 Closed,Cancelled,M.L.S.,14.62,27.98
Reviewed,Kick,Opendoor,15.87,11.05
New,Closed, MLS,10.13,17.09
Accepted Offer,Pending,Broker,10.56,29.57
 Closed,Pending,M L S,6.45,21.86
 Closed,Pending,Broker,4.02,18.44
 Closed,Closed,M.L.S.,4.72,21.97
Offered,Cancelled,Auction.com,4.42,7.55
Accepted Offer, Close ,Internal,16.38,14.14
Closed,Available,Auction.com,10.96,8.42
New,Cancel,Internal,11.04,17.35
 Closed,Closed,Broker,7.16,19.99
Cancelled, Close ,Internal,6.96,22.64
New,Cancel,Opendoor,17.66,18.98
Cancelled,Cancel,Broker,13.78,19.67
 Closed,Always Kick,Broker,11.23,8.63
Accepted Offer,Pending,Auction.com,9.87,11.26
Accepted Offer,Pending, MLS,9.57,20.16
Reviewed,Cancelled,Bulk,14.43,19.35
New,Pending,M.L.S.,2.38,19.92
Closed,Always Kick,Internal,15.41,17.93
Cancelled,Cancelled,Internal,18.64,5.55
Closed, Close ,Internal,12.02,11.14
Cancelled,Closed,Opendoor,3.32,28.49
Neww,Closed,M.L.S.,14.33,17.29
 Closed,Cancel,M.L.S.,15.84,25.22
New,Cancelled,M L S,9.73,19.72
Cancelled,Pending,Broker,6.97,18.77
Offered,Cancelled, MLS,17.3,22.76
Accepted Offer,Always Kick,Opendoor,11.8,26.46
New, Close ,Auction.com,8.87,21.62
 Closed,Always Kick,M L S,2.33,5.38
 Closed, Close ,M L S,19.38,17.59
 Closed,Always Kick,Bulk,11.94,18.02
Reviewed,Pending,M.L.S.,12.89,13.17
Reviewed,Pending,M.L.S.,5.34,19.37
Offered,Pending,Auction.com,6.61,6.64
Reviewed,Close,M.L.S.,8.02,28.14
Reviewed,Pending,Bulk,3.64,15.83
Closed,Kick,Bulk,9.29,23.54
 Closed,Close,M.L.S.,6.08,13.06
Closed,Always Kick, MLS,4.47,6.14
Offered,Pend,Auction.com,5.58,15.68
 Closed,Pend,M L S,13.93,17.29
 Closed,Closed,Broker,5.8,11.45
 Closed,Closed,Opendoor,10.49,15.53
New, Close ,Opendoor,7.25,27.23
Neww,Kick,Auction.com,12.21,7.39
 Closed,Cancelled, MLS,12.05,11.43
 Closed,Available,Internal,14.3,26.06
 Closed,Closed,Broker,12.66,18.7
Offered,Always Kick,Opendoor,18.7,25.92
Offered,Close,Bulk,10.86,19.03
Offered,Always Kick, MLS,8.65,9.95
 Closed,Always Kick,Internal,5.72,16.62
 Closed,Kick,Internal,5.04,20.96
New,Cancel, MLS,13.29,11.94
 Closed,Available,Bulk,18.97,17.44
Offered,Cancel,M L S,3.76,18.07
Cancelled,Pending,Opendoor,16.58,21.45
Reviewed,Closed, MLS,3.46,16.21
 Closed, Close ,Bulk,15.86,19.98
Accepted Offer,Always Kick,Auction.com,16.64,28.29
Offered,Pend,Bulk,13.9,20.94
 Closed,Pending,Broker,15.69,18.95
 Closed,Pend,Broker,18.13,14.79
Reviewed,Pending,M L S,13.25,21.79
Cancelled,Pending,M.L.S.,5.59,29.81
Neww,Close,Bulk,6.13,11.83
Neww,Pending, MLS,17.36,9.71
Reviewed,Available,Bulk,5.05,9.23
 Closed,Available,M L S,3.56,14.39
Neww,Available,Opendoor,13.69,24.7
 Closed,Always Kick,M L S,14.36,28.0
New,Always Kick, MLS,14.75,26.17
Offered,Always Kick, MLS,3.0,7.65
Closed,Available,Internal,14.26,9.95
 Closed,Pend,Auction.com,5.53,24.03
Reviewed,Cancel,Auction.com,16.93,26.64
Accepted Offer,Pending,Broker,15.74,10.81
Cancelled,Close,Broker,5.23,24.72
 Closed,Cancel,Bulk,18.52,28.21
Offered,Available, MLS,16.91,11.3
Cancelled,Cancel,Opendoor,11.42,7.89
Offered,Closed,Opendoor,2.7,24.49
New,Kick,M L S,17.97,13.39
Reviewed,Cancelled,Broker,17.51,26.07
Closed,Pending,Internal,7.65,10.25
New,Closed,Auction.com,15.16,14.12
Reviewed,Kick,Opendoor,12.09,8.84
Offered,Close,M L S,3.42,28.64
 Closed, Close ,Auction.com,7.38,26.71
Offered,Cancel,Bulk,4.15,10.54
Cancelled,Cancelled,Bulk,4.93,10.01
Neww,Always Kick,Internal,10.31,21.01
 Closed,Cancel,M.L.S.,15.95,5.38
 Closed,Always Kick,Broker,18.78,21.61
Offered,Pending,Internal,6.5600000000000005,28.79
 Closed,Cancelled, MLS,8.53,23.94
Neww,Cancelled,Bulk,14.83,27.46
New, Close ,Bulk,17.92,10.94
Neww,Pending,Broker,3.4,17.19
Closed,Pending,Internal,10.14,14.54
Reviewed,Pending,Broker,9.91,13.41
Cancelled, Close ,M L S,17.36,28.39
Closed,Pend, MLS,9.55,7.31
 Closed,Pending,Internal,7.07,24.81
Closed,Closed,Opendoor,13.14,15.69
Neww,Pending,M L S,14.13,22.58
Cancelled,Cancelled,Bulk,6.66,23.64
Offered,Always Kick,Broker,4.11,8.55
 Closed,Closed,Internal,5.46,29.92
Offered,Available,Auction.com,3.5700000000000003,8.04
Reviewed,Cancel,Opendoor,9.91,22.19
Offered,Close,Broker,16.84,19.73
 Closed,Close,M.L.S.,14.19,17.76
Cancelled,Close,Bulk,16.24,17.48
New,Pending,Bulk,13.83,23.85
New,Pending,Bulk,13.14,21.81
Cancelled,Pend,M L S,8.52,17.88
Closed,Available,M L S,11.75,21.93
Neww,Close,M L S,14.71,21.95
 Closed,Closed,Opendoor,6.87,8.58
 Closed,Kick,Opendoor,11.18,19.55
Cancelled,Pend,M L S,5.76,15.53
Reviewed,Kick,M.L.S.,9.0,25.97
Neww,Closed,Broker,8.95,25.17
Neww,Available,M.L.S.,11.81,24.13
Closed,Cancel,Opendoor,9.18,9.14
Offered,Available,Broker,15.55,17.0
Offered,Cancel,Bulk,16.96,23.35
 Closed, Close ,M.L.S.,9.39,28.53
New,Available,Opendoor,6.49,7.51
Offered,Cancel,Internal,15.2,16.09
Offered,Pend, MLS,11.61,20.1
 Closed,Kick, MLS,13.24,5.06
Closed, Close ,Broker,5.23,21.27
Reviewed,Cancel,Auction.com,6.34,6.49
Accepted Offer,Pending,Bulk,18.76,28.59
 Closed,Pending,M L S,8.62,23.16
New,Pending,Opendoor,9.77,12.61
Neww,Pending,Auction.com,3.18,9.74
Cancelled,Pending,Internal,3.63,28.42
Closed,Pending,Opendoor,17.43,29.83
Cancelled,Pending,M.L.S.,17.98,17.38
Neww,Pending,Opendoor,17.75,16.36
Accepted Offer,Cancel,Bulk,17.47,20.23
 Closed,Closed,Broker,17.29,5.45
Closed,Close,Internal,8.72,23.71
 Closed,Pending,M.L.S.,9.23,12.73
 Closed,Pending,M.L.S.,17.4,25.6
 Closed,Pending,M L S,18.71,21.0
Cancelled,Pending,Opendoor,8.64,7.33
 Closed,Pend,Broker,17.03,26.36
Reviewed,Cancel, MLS,14.45,28.19
New,Available,Internal,18.62,23.05
Neww,Kick,Broker,9.09,25.93
Reviewed,Available,Internal,13.43,23.76
Accepted Offer,Pending, MLS,15.92,27.13
Closed,Pending,Internal,3.4,18.43
Accepted Offer,Pending,M L S,9.69,27.83
 Closed,Pending,Bulk,10.97,28.56
Neww,Available,Broker,14.87,14.52
Accepted Offer,Always Kick,M.L.S.,14.09,17.71
Reviewed,Closed,Bulk,19.73,20.63
Closed,Cancelled,Opendoor,4.99,29.76
Closed,Pending,Auction.com,12.64,12.7
Cancelled, Close ,M L S,13.72,25.01
Offered,Pend,Internal,6.86,7.18
Neww,Pending,M L S,7.54,19.1
Neww,Always Kick,Opendoor,19.95,19.74
 Closed,Close,M L S,18.13,14.13
 Closed,Pend,Opendoor,9.63,20.66
New,Always Kick,Bulk,4.59,18.11
 Closed,Closed,M L S,9.85,23.8
 Closed,Available,Internal,17.65,5.59
 Closed,Close,Auction.com,6.88,27.81
 Closed,Cancel,M.L.S.,9.22,5.22
 Closed, Close ,M L S,17.18,25.69
Reviewed,Kick, MLS,12.3,14.32
 Closed,Available,Internal,3.12,7.15
Accepted Offer,Available,Opendoor,13.31,7.01
New,Pending,Internal,6.8,27.1
Neww,Pending,Opendoor,15.39,8.73
Reviewed,Pending,Broker,14.34,6.68
 Closed,Pending,M L S,12.21,29.34
Closed,Cancel,Opendoor,13.81,15.98
 Closed,Pending,Internal,5.5,9.42
Neww, Close ,M L S,7.71,17.0
Cancelled,Pend, MLS,11.13,16.27
New,Pend,Opendoor,4.8100000000000005,7.23
Reviewed,Pending,M.L.S.,5.04,29.79
Neww,Cancel,M L S,8.28,12.67
Accepted Offer,Close,Auction.com,10.1,8.6
Closed,Pending,Bulk,16.84,17.11
New,Close,M.L.S.,14.21,5.32
Accepted Offer,Always Kick,Opendoor,13.48,27.78
 Closed, Close ,Auction.com,10.11,17.98
Closed, Close ,Bulk,4.5600000000000005,16.99
Offered,Cancel, MLS,19.93,5.28
New,Closed,Broker,9.26,13.19
New, Close ,Broker,9.54,18.56
Cancelled,Always Kick, MLS,13.64,25.22
Closed,Pending,M.L.S.,6.19,13.56
Neww,Pending,M.L.S.,5.49,26.81
Offered,Always Kick,Auction.com,3.81,22.28
Reviewed,Pending, MLS,16.99,25.92
 Closed,Closed,M.L.S.,6.92,6.06
Accepted Offer,Close,Internal,17.93,7.87
 Closed,Pend,Bulk,9.49,20.84
 Closed,Available,Bulk,10.58,24.07
Neww,Kick,M L S,4.4,13.91
 Closed,Always Kick,Opendoor,17.08,25.79
Offered,Pend,Auction.com,3.87,17.74
 Closed,Available, MLS,19.37,29.05
Reviewed,Pending,Bulk,17.46,29.51
Reviewed,Close,Auction.com,16.82,14.49
Reviewed,Pending,Opendoor,7.69,19.63
Neww,Pending, MLS,4.5,11.68
Offered,Closed,M L S,12.85,6.37
 Closed, Close ,Auction.com,5.21,27.54
Closed, Close ,Broker,2.33,12.67
Closed,Always Kick,Bulk,18.74,19.99
Neww,Pending, MLS,17.31,27.61
Reviewed,Close,Bulk,2.11,16.32
Closed,Available,M L S,12.77,15.76
 Closed,Cancel,M.L.S.,12.79,8.03
 Closed, Close ,Opendoor,7.37,12.48
 Closed,Pending,Opendoor,12.25,9.02
Closed,Pend,Internal,4.92,21.63
Reviewed,Pending,Opendoor,17.75,15.99
New,Pending,Auction.com,18.94,27.45
Accepted Offer,Kick,Internal,14.5,13.94
 Closed,Available, MLS,18.97,11.0
Accepted Offer,Cancel,Bulk,12.42,15.59
Closed,Available,M.L.S.,14.93,6.8100000000000005
New,Available,Auction.com,10.56,21.03
 Closed,Available,Bulk,9.36,24.41
Offered,Closed, MLS,9.74,20.69
Closed,Close, MLS,17.9,14.56
Closed,Kick,Broker,19.55,17.19
 Closed,Pend,Opendoor,11.01,16.41
Closed,Pending,Auction.com,19.83,29.07
 Closed,Closed, MLS,17.26,21.49
Closed,Cancelled,Opendoor,7.87,12.14
Neww,Pending, MLS,8.62,29.28
 Closed,Cancel,Auction.com,11.54,26.96
Closed,Cancelled,Bulk,9.07,13.42
 Closed,Closed,M.L.S.,3.71,14.16
 Closed,Pending,Opendoor,9.3,17.28
 Closed,Cancelled, MLS,13.98,18.04
Cancelled, Close ,Broker,7.93,17.45
New,Cancelled,M L S,14.67,16.24
 Closed,Kick,Broker,12.12,8.92
Closed,Pend,Broker,2.38,20.18
 Closed, Close ,M L S,14.68,24.73
Neww,Cancel,Broker,18.39,15.49
Accepted Offer,Close,M L S,6.26,16.11
Closed,Pend,Bulk,11.34,25.18
Closed,Cancelled,M L S,18.27,9.81
New,Close, MLS,18.92,25.0
Neww, Close ,Internal,12.79,5.55
Cancelled,Pending,Auction.com,11.04,6.88
Neww,Close,Internal,5.77,22.47
Reviewed,Pending, MLS,19.94,21.43
Offered,Cancelled, MLS,5.52,26.77
 Closed,Cancel,Auction.com,4.04,14.27
Neww,Closed,Internal,9.82,13.41
New,Pending,M.L.S.,6.13,14.97
Offered,Pending,Auction.com,11.28,13.17
 Closed,Cancelled, MLS,15.33,18.2
Reviewed,Available,Auction.com,13.91,25.12
New,Pending,Opendoor,12.61,27.33
Reviewed,Pending,Internal,15.48,27.98
 Closed,Close,Opendoor,5.4,23.88
Cancelled, Close , MLS,9.75,22.66
Offered,Pend,M.L.S.,17.63,11.14
 Closed,Closed,Opendoor,3.79,23.8
Neww,Pend, MLS,16.86,26.49
New,Close,Auction.com,9.18,25.7
New,Closed,Broker,10.9,22.76
 Closed,Pending, MLS,18.54,25.18
 Closed,Pend,M L S,3.94,29.11
Cancelled,Close,M L S,2.56,6.37
 Closed,Always Kick,Opendoor,12.32,20.9
Closed,Pending,M.L.S.,8.05,17.38
 Closed,Pending,Broker,15.03,16.99
New,Pending,M.L.S.,9.48,12.47
 Closed,Closed, MLS,9.14,24.91
 Closed,Close, MLS,16.42,28.32
Accepted Offer, Close ,M L S,3.69,14.7
Reviewed,Close, MLS,10.39,25.87
Neww,Close, MLS,7.78,28.86
 Closed,Cancelled,Opendoor,12.18,11.97
Cancelled,Cancel,Internal,11.5,20.46
Reviewed,Cancel,Bulk,18.82,5.71
 Closed, Close ,Broker,16.55,12.04
Reviewed,Close, MLS,13.99,12.98
 Closed,Cancel,M L S,9.01,7.44
 Closed, Close ,Internal,14.04,19.57
Closed,Pend,Internal,19.61,11.42
 Closed,Cancelled,Bulk,10.74,8.86
Neww,Pend, MLS,10.87,17.27
 Closed,Close,Auction.com,16.43,20.54
Accepted Offer,Cancel,M L S,13.44,13.46
Closed,Cancel,Internal,16.82,28.66
Accepted Offer, Close ,M L S,13.38,7.52
Closed,Pending,Bulk,13.67,21.24
Closed,Close,M L S,15.49,10.2
Cancelled,Pend,Internal,2.6,8.07
 Closed, Close ,Internal,14.37,17.75
Reviewed,Pending,Bulk,3.6,19.07
Neww,Available,Internal,19.83,5.05
Neww,Closed,Bulk,5.72,27.06
 Closed,Pending,Auction.com,10.99,12.28
 Closed,Close, MLS,7.53,28.69
 Closed,Pending,M.L.S.,19.21,23.7
 Closed,Pending,Opendoor,18.15,9.73
 Closed,Always Kick,Opendoor,5.57,21.93
Closed,Kick,Internal,9.57,21.46
 Closed,Always Kick,Broker,12.78,19.9
New,Closed,Auction.com,15.45,16.94
 Closed, Close ,Auction.com,12.13,15.87
Cancelled,Close,Internal,3.88,28.04
Offered,Pending,Broker,9.46,21.66
Accepted Offer,Available,Broker,12.19,26.36
New,Kick, MLS,11.53,14.94
 Closed,Pending,Auction.com,6.97,20.01
Offered,Closed,M L S,11.63,5.24
Cancelled,Pend,M.L.S.,17.97,13.63
Neww,Closed,Internal,19.44,25.52
 Closed,Always Kick,Bulk,2.48,6.8100000000000005
New,Pending,Bulk,4.94,22.5
Reviewed,Available,Broker,11.9,7.75
Neww,Cancel,M L S,2.64,8.22
Reviewed,Pending,Bulk,14.47,10.17
Cancelled,Pending,Auction.com,3.46,23.77
Cancelled,Pending, MLS,4.49,27.09
 Closed,Always Kick,Opendoor,16.32,5.5600000000000005
Accepted Offer,Cancelled,Auction.com,7.34,14.56
 Closed,Available,M L S,14.35,14.77
 Closed,Kick, MLS,6.1,18.56
Offered, Close , MLS,17.12,25.1
Offered,Closed,M.L.S.,12.13,20.54
Offered,Cancel,Bulk,2.86,16.25
Accepted Offer,Pend,Auction.com,15.69,9.96
Offered,Pend,M L S,4.82,22.47
Accepted Offer,Close,Internal,13.18,16.43
 Closed,Cancel,M L S,12.71,14.65
Accepted Offer,Cancel,Bulk,18.25,29.28
New,Closed,Internal,5.03,10.71
 Closed,Closed,Internal,16.54,15.29
Cancelled,Pending,Auction.com,13.19,16.19
Reviewed,Close,Auction.com,15.34,23.18
Closed,Cancelled,Broker,9.41,13.44
Accepted Offer,Cancel, MLS,13.08,14.56
Neww, Close , MLS,12.13,24.47
Cancelled,Cancel,M.L.S.,13.07,16.82
Offered,Pending,Auction.com,12.13,15.92
Reviewed,Available,Auction.com,5.72,16.73
 Closed,Pending,Internal,17.35,6.52
Neww, Close , MLS,18.21,8.16
Closed,Always Kick,Auction.com,2.47,11.95
Neww,Pend,M.L.S.,7.92,6.19
New,Cancelled,M.L.S.,4.89,23.78
Offered,Always Kick, MLS,12.59,24.85
 Closed,Available,Broker,19.09,21.26
Accepted Offer,Cancel,M.L.S.,14.28,8.72
 Closed,Pend,Bulk,3.39,11.22
Offered,Available,Auction.com,11.41,21.83
 Closed,Pend, MLS,4.39,16.13
 Closed,Pending,Internal,10.1,15.85
Closed,Always Kick,M L S,9.57,21.43
 Closed,Pending,M.L.S.,11.8,6.01
 Closed,Pending,M L S,6.89,7.99
Accepted Offer,Pending,Bulk,10.05,22.57
Offered,Pending,Auction.com,10.97,20.65
Reviewed,Cancelled,Internal,10.45,6.02
New,Pending,Auction.com,16.0,12.07
Offered,Available,Auction.com,7.77,25.49
 Closed,Pend, MLS,9.63,29.21
New,Pend,Broker,14.43,11.06
New,Cancelled,Bulk,9.25,21.96
 Closed,Available,Auction.com,9.74,9.15
New,Closed,Auction.com,5.07,24.06
Offered,Pending,Auction.com,4.97,26.77
Offered,Pending,Broker,9.36,7.74
New,Pending,Auction.com,7.33,12.78
 Closed,Cancelled,M L S,4.94,9.72
Cancelled,Close,M.L.S.,8.65,19.99
Neww, Close ,Internal,17.2,15.9
Closed,Pend,Bulk,7.83,11.02
 Closed,Cancel,Broker,8.73,16.16
Reviewed,Pending,Auction.com,10.69,10.48
Neww,Cancel,Bulk,13.37,29.55
Accepted Offer,Kick,Auction.com,15.8,19.07
Reviewed,Close,Bulk,14.85,8.63
 Closed,Pending, MLS,9.5,8.18
Accepted Offer,Pend,Opendoor,18.73,13.72
Closed,Closed, MLS,3.9,11.81
Offered,Kick,Opendoor,13.93,6.8
Reviewed,Always Kick, MLS,4.3,27.39
Reviewed,Pending,Bulk,15.66,20.53
Closed, Close ,M.L.S.,8.92,25.78
 Closed,Cancelled,Internal,12.6,13.64
Offered,Close,Internal,5.51,24.21
Accepted Offer,Cancelled,Broker,9.43,23.78
 Closed,Available,Bulk,5.4,12.22
 Closed,Pend,Opendoor,7.99,8.59
 Closed,Always Kick,Opendoor,4.9,18.98
Offered,Always Kick,Opendoor,6.45,16.63
 Closed,Pend,Internal,6.79,5.1
Closed,Close,Internal,18.47,8.49
Cancelled,Pending,M.L.S.,12.91,14.82
Neww, Close ,Opendoor,16.37,9.32
Offered,Pending,Opendoor,17.53,25.48
Closed,Cancel,Internal,11.61,23.33
 Closed,Cancelled,M L S,12.8,8.93
Neww,Kick, MLS,9.73,16.79
Cancelled,Always Kick,Bulk,2.83,16.67
Offered,Pending,Opendoor,10.14,26.89
 Closed,Pend,Broker,18.31,19.67
 Closed,Pend,Auction.com,8.6,21.0
Neww,Close,Broker,18.27,14.86
 Closed,Close,M.L.S.,16.04,19.02
Cancelled,Pending,Internal,19.4,6.18
Offered,Closed, MLS,15.14,10.66
 Closed,Available,Opendoor,5.1,7.77
Accepted Offer,Closed,Bulk,12.19,22.67
 Closed, Close ,Opendoor,16.74,29.96
 Closed,Available,Opendoor,16.55,9.53
New, Close ,M.L.S.,3.79,27.07
 Closed,Close, MLS,13.26,17.81
 Closed,Close,Internal,2.06,21.74
Offered,Pending,M L S,8.21,15.1
New,Pend,Bulk,13.09,17.35
Offered,Available,Opendoor,16.58,29.38
Cancelled,Available,M.L.S.,17.35,27.23
Reviewed,Pending,M.L.S.,17.03,25.17
Neww,Available, MLS,6.05,9.59
 Closed,Pending, MLS,18.17,16.75
 Closed,Cancel,M L S,3.89,16.12
Neww,Cancel,Broker,18.6,25.65
 Closed,Pending,Broker,13.73,21.77
Neww,Close,Opendoor,19.63,29.01
Cancelled,Pending,M L S,15.55,20.86
 Closed,Pending,Internal,15.99,13.8
Cancelled,Available,Bulk,10.22,26.58
 Closed,Closed,Bulk,6.89,16.65
Offered,Always Kick,Broker,18.15,9.93
Closed,Pending, MLS,10.66,23.96
Offered,Available,M L S,14.11,20.14
 Closed,Pending,Internal,4.35,16.12
 Closed,Pend,Broker,15.28,11.95
Closed,Always Kick, MLS,15.21,19.55
Accepted Offer, Close ,Broker,2.69,13.15
 Closed,Cancel,Auction.com,18.5,6.07
 Closed,Pending,Broker,18.11,15.27
 Closed,Pending,Bulk,10.09,6.64
Reviewed,Always Kick,Bulk,13.85,19.34
Closed,Pending,Bulk,15.06,11.44
Accepted Offer,Kick, MLS,10.02,20.44
 Closed,Pending,Internal,2.63,12.31
 Closed,Cancelled,Broker,8.85,11.5
New,Cancelled,Broker,5.06,5.8
 Closed,Kick,Opendoor,16.75,24.88
