Property_Title,Address,Market,Street_Address,City,State,Zip,Property_Type,Tax_Rate,SQFT_Basement,Year_Built,SQFT_MU,SQFT_Total,Parking,Bed,Bath,Layout,Neighborhood_Rating,Latitude,Longitude,Subdivision,School_Average
"58409 Scott Street, Parkerfort, GU 80805","58409 Scott Street, Parkerfort, GU 80805",Chicago,58409 Scott Street,Parkerfort,GU,80805,SFR,2.14,610,1952,1789,9616,Street,4,2,Ranch,2,39.063804,-96.207668,Turnpike,8.58
"873 Jonathan Brooks, East Samuel, NH 50004","873 Jonathan Brooks, East Samuel, NH 50004",Atlanta,873 Jonathan Brooks,East Samuel,NH,50004,Condo,1.81,1926,2003,685,4752,Driveway,3,3,Split,1,34.872195,-103.853312,Wells,4.94
"02766 Maldonado Hills, East Keithburgh, IL 34550","02766 Maldonado Hills, East Keithburgh, IL 34550",Chicgo,02766 Maldonado Hills,East Keithburgh,IL,34550,Townhouse,3.44,1900,1940,2091,7946,Street,1,2,Split,2,41.39074,-93.967773,Stravenue,3.26
"17460 Daniel Mount, Smithshire, NY 27671","17460 Daniel Mount, Smithshire, NY 27671",Chicgo,17460 Daniel Mount,Smithshire,NY,27671,Single Family Home,3.26,868,2011,1181,6210,Garage,1,1,Ranch,2,37.297246,-78.132716,Wall,5.59
"8312 David Locks, Andrewborough, FM 55516","8312 David Locks, Andrewborough, FM 55516",Chicgo,8312 David Locks,Andrewborough,FM,55516,Condo,1.6600000000000001,896,2001,1664,7192,Street,5,3,Ranch,5,41.651923,-81.376792,Canyon,6.65
"6403 Barajas Trail Suite 969, Nancyberg, MH 42952","6403 Barajas Trail Suite 969, Nancyberg, MH 42952",Chicgo,6403 Barajas Trail Suite 969,Nancyberg,MH,42952,Single Family Home,1.02,267,2021,2836,5183,Street,1,4,Ranch,5,41.798839,-82.258981,Garden,8.87
"82484 Figueroa Port, North Janice, KY 77759","82484 Figueroa Port, North Janice, KY 77759",Tampa,82484 Figueroa Port,North Janice,KY,77759,Condo,1.26,958,1961,1229,9861,Street,3,3,Ranch,1,33.119961,-115.524441,Dam,7.07
"079 Christopher Fort, Lake John, MD 92188","079 Christopher Fort, Lake John, MD 92188",Florida,079 Christopher Fort,Lake John,MD,92188,Single Family Home,2.89,634,1954,3027,4005,Street,1,1,Colonial,4,36.388846,-73.601509,Islands,5.57
"757 Shelton Alley Apt. 103, New Sabrina, GU 94133","757 Shelton Alley Apt. 103, New Sabrina, GU 94133",Atlanta,757 Shelton Alley Apt. 103,New Sabrina,GU,94133,Townhouse,2.11,732,1976,1670,6816,Garage,5,2,Colonial,3,33.701732,-74.894489,Estates,5.1
"356 Tucker Junction Apt. 216, South Gary, NY 58982","356 Tucker Junction Apt. 216, South Gary, NY 58982",Dalas,356 Tucker Junction Apt. 216,South Gary,NY,58982,SFR,1.34,1219,1982,3026,4797,Driveway,3,2,Split,4,33.66587,-98.591572,Islands,7.8100000000000005
"782 Dawn Roads, South Jeffrey, OR 40984","782 Dawn Roads, South Jeffrey, OR 40984",Dallas,782 Dawn Roads,South Jeffrey,OR,40984,Townhouse,1.56,1623,1998,706,5149,Garage,4,1,Colonial,5,38.72855,-75.302246,Flat,7.98
"321 Raymond Underpass Apt. 499, Brownport, OH 49536","321 Raymond Underpass Apt. 499, Brownport, OH 49536",Tampa,321 Raymond Underpass Apt. 499,Brownport,OH,49536,Townhouse,1.21,1569,1946,1321,8877,Street,6,3,Ranch,5,40.178881,-110.367471,Prairie,4.07
"10549 Yates Extensions, Ericbury, SC 94825","10549 Yates Extensions, Ericbury, SC 94825",Chicgo,10549 Yates Extensions,Ericbury,SC,94825,Duplex,2.15,1545,1962,2879,5403,Garage,1,1,Ranch,2,33.224158,-88.805699,Port,3.66
"61377 Randy Trafficway Apt. 695, Port Timothy, IN 68559","61377 Randy Trafficway Apt. 695, Port Timothy, IN 68559", Closed,61377 Randy Trafficway Apt. 695,Port Timothy,IN,68559,SFR,2.68,1720,1976,1376,5130,Street,3,1,Colonial,4,36.783679,-101.196518,Inlet,4.27
"8692 Sarah Extensions Apt. 983, Jimmyport, ND 36074","8692 Sarah Extensions Apt. 983, Jimmyport, ND 36074",Chicgo,8692 Sarah Extensions Apt. 983,Jimmyport,ND,36074,Townhouse,1.9100000000000001,1196,2006,2372,9785,Driveway,1,2,Ranch,3,35.972937,-80.68256,Causeway,6.67
"69716 Rodriguez Fields, East Courtneymouth, GA 28032","69716 Rodriguez Fields, East Courtneymouth, GA 28032", Closed,69716 Rodriguez Fields,East Courtneymouth,GA,28032,Duplex,2.47,510,1925,3244,7386,Street,6,4,Ranch,1,33.334816000000004,-85.092367,Springs,6.35
"85458 Charles Greens Apt. 279, New Lorishire, RI 74953","85458 Charles Greens Apt. 279, New Lorishire, RI 74953",Dallas,85458 Charles Greens Apt. 279,New Lorishire,RI,74953,Duplex,1.11,595,1946,3051,5487,Garage,5,1,Colonial,5,34.139303,-111.950542,Forges,4.72
"844 Edward Unions, East Melinda, PR 55005","844 Edward Unions, East Melinda, PR 55005",Tampa,844 Edward Unions,East Melinda,PR,55005,Duplex,1.79,1248,2002,2139,3828,Driveway,2,2,Ranch,3,38.961176,-113.835505,Lakes,7.65
"1478 Veronica Union Apt. 617, Lauramouth, AZ 99795","1478 Veronica Union Apt. 617, Lauramouth, AZ 99795",Dalas,1478 Veronica Union Apt. 617,Lauramouth,AZ,99795,Townhouse,3.12,1573,1966,1630,9592,Driveway,6,3,Colonial,2,40.158961,-89.625846,Stream,9.89
"296 Clarke Extension Suite 927, Lake Michaelfurt, GU 15730","296 Clarke Extension Suite 927, Lake Michaelfurt, GU 15730",Atlanta,296 Clarke Extension Suite 927,Lake Michaelfurt,GU,15730,Duplex,2.8,966,2002,747,8939,Garage,6,3,Colonial,1,33.890901,-102.068376,Harbors,4.69
"546 Charles Ranch, West Cynthia, AZ 70145","546 Charles Ranch, West Cynthia, AZ 70145",Atlanta,546 Charles Ranch,West Cynthia,AZ,70145,Duplex,1.3,184,1965,533,8522,Street,3,3,Split,5,36.254728,-97.379834,Turnpike,7.78
"4536 Pacheco Groves, Michaelberg, MH 78749","4536 Pacheco Groves, Michaelberg, MH 78749",Dalas,4536 Pacheco Groves,Michaelberg,MH,78749,Townhouse,2.87,32,2001,3322,6491,Street,4,1,Ranch,3,35.78711,-75.108897,Knoll,7.24
"6322 Franklin Rest Apt. 460, Port Alexander, VI 30162","6322 Franklin Rest Apt. 460, Port Alexander, VI 30162", Closed,6322 Franklin Rest Apt. 460,Port Alexander,VI,30162,Duplex,1.9300000000000002,772,1984,3473,6404,Garage,5,2,Colonial,3,33.199652,-117.98491,Ridge,9.94
"5385 Gary Dale Suite 410, North Thomas, ID 02412","5385 Gary Dale Suite 410, North Thomas, ID 02412",Tampa,5385 Gary Dale Suite 410,North Thomas,ID,2412,Townhouse,1.6600000000000001,1253,1938,2480,5268,Street,1,1,Ranch,5,39.443619,-74.656207,Path,9.17
"1954 Anna Course Apt. 562, Danachester, IN 90072","1954 Anna Course Apt. 562, Danachester, IN 90072",Dalas,1954 Anna Course Apt. 562,Danachester,IN,90072,Condo,1.17,1473,1923,2398,9021,Street,1,3,Ranch,3,41.649504,-91.701509,Street,7.47
"6193 David Avenue, Jamesburgh, OK 86442","6193 David Avenue, Jamesburgh, OK 86442", Closed,6193 David Avenue,Jamesburgh,OK,86442,Townhouse,3.32,309,2004,3143,5604,Street,1,3,Ranch,3,36.670391,-105.401159,Park,3.75
"318 Smith Junctions, Moyerville, NE 46971","318 Smith Junctions, Moyerville, NE 46971",Dalas,318 Smith Junctions,Moyerville,NE,46971,Townhouse,1.01,1523,1975,3066,8887,Street,1,3,Split,3,38.336366,-117.517803,Manors,9.91
"20025 Hamilton Station Apt. 409, Lake Ronniemouth, MN 76181","20025 Hamilton Station Apt. 409, Lake Ronniemouth, MN 76181",Dallas,20025 Hamilton Station Apt. 409,Lake Ronniemouth,MN,76181,Condo,1.92,95,1996,2378,7511,Driveway,2,1,Ranch,1,41.961259,-82.381241,Fords,6.1
"851 Pena Park Apt. 542, Robertburgh, PR 06396","851 Pena Park Apt. 542, Robertburgh, PR 06396",Chicago,851 Pena Park Apt. 542,Robertburgh,PR,6396,Townhouse,2.04,1009,1988,2303,9877,Street,1,4,Split,1,33.177346,-108.12495,Rest,8.21
"940 Thomas Valley, New Elizabethland, NE 07969","940 Thomas Valley, New Elizabethland, NE 07969", Closed,940 Thomas Valley,New Elizabethland,NE,7969,Townhouse,2.89,1668,1951,2029,3500,Street,4,2,Ranch,1,33.54792,-107.606257,Greens,8.23
"435 Vaughn Tunnel Suite 095, Stevenview, NV 95508","435 Vaughn Tunnel Suite 095, Stevenview, NV 95508",Dalas,435 Vaughn Tunnel Suite 095,Stevenview,NV,95508,SFR,1.6,126,2019,2622,8966,Street,5,1,Ranch,3,39.392869,-102.65328,Shores,5.09
"9294 Christopher Groves, Peterborough, CA 15758","9294 Christopher Groves, Peterborough, CA 15758",Atlanta,9294 Christopher Groves,Peterborough,CA,15758,Duplex,2.67,1469,1924,1277,7343,Street,3,1,Colonial,1,38.886376,-75.731475,Points,8.12
"0617 Chavez Run, Lake Jasonmouth, TX 45478","0617 Chavez Run, Lake Jasonmouth, TX 45478",Atlanta,0617 Chavez Run,Lake Jasonmouth,TX,45478,SFR,2.83,1079,1964,2041,6694,Street,3,4,Ranch,2,38.580843,-104.07488,Fork,9.22
"969 Kellie Grove, Waynefurt, WI 96640","969 Kellie Grove, Waynefurt, WI 96640",Florida,969 Kellie Grove,Waynefurt,WI,96640,Townhouse,1.18,1189,1994,2725,7612,Driveway,3,4,Ranch,4,39.904723,-104.628122,Turnpike,6.19
"35414 Caleb Rapid, Lake John, WA 18956","35414 Caleb Rapid, Lake John, WA 18956",Atlanta,35414 Caleb Rapid,Lake John,WA,18956,SFR,1.83,792,1967,563,7635,Street,6,1,Split,3,35.627948,-110.752118,Pines,6.31
"57771 Collier Harbor Apt. 311, Port Katrina, IL 99600","57771 Collier Harbor Apt. 311, Port Katrina, IL 99600",Atlanta,57771 Collier Harbor Apt. 311,Port Katrina,IL,99600,Townhouse,1.2,1591,1952,1754,7436,Street,1,2,Ranch,4,35.454396,-104.407308,Oval,9.13
"86699 White Crest Apt. 243, Port Lisa, AL 68647","86699 White Crest Apt. 243, Port Lisa, AL 68647",Dallas,86699 White Crest Apt. 243,Port Lisa,AL,68647,Single Family Home,1.38,1169,2006,1520,4850,Garage,3,1,Ranch,3,38.507913,-92.691279,Ramp,5.49
"39939 John Dam, Port Felicia, GU 68306","39939 John Dam, Port Felicia, GU 68306",Florida,39939 John Dam,Port Felicia,GU,68306,Single Family Home,2.88,1842,1922,3023,9751,Street,2,3,Ranch,1,34.375325,-109.029819,Inlet,6.57
"508 Barbara Mills, South Derek, MD 05450","508 Barbara Mills, South Derek, MD 05450",Dallas,508 Barbara Mills,South Derek,MD,5450,Duplex,3.01,1075,2007,2249,5785,Driveway,5,3,Ranch,4,40.565059,-82.048115,Union,8.16
"4269 Beasley Underpass, East John, MS 19960","4269 Beasley Underpass, East John, MS 19960", Closed,4269 Beasley Underpass,East John,MS,19960,SFR,1.98,276,1930,647,9693,Street,3,3,Colonial,1,33.001357,-97.321288,Ville,5.86
"469 Annette Hollow, Hernandezborough, LA 74358","469 Annette Hollow, Hernandezborough, LA 74358",Florida,469 Annette Hollow,Hernandezborough,LA,74358,Duplex,1.6400000000000001,1239,1977,2403,6037,Driveway,4,4,Ranch,4,34.958298,-106.891324,Circles,3.32
"7761 Weaver Flats, Matthewsburgh, NY 61042","7761 Weaver Flats, Matthewsburgh, NY 61042",Atlanta,7761 Weaver Flats,Matthewsburgh,NY,61042,Condo,3.18,1416,2013,1847,6301,Street,6,1,Split,3,39.476165,-99.212869,Forge,4.8
"7056 Trevor Hollow, West Ernest, CO 17096","7056 Trevor Hollow, West Ernest, CO 17096",Florida,7056 Trevor Hollow,West Ernest,CO,17096,SFR,1.6400000000000001,552,1998,2082,5725,Driveway,1,3,Ranch,2,41.373937,-78.561333,Oval,9.66
"8064 Brian Coves Suite 511, South Latashatown, IN 87567","8064 Brian Coves Suite 511, South Latashatown, IN 87567",Tampa,8064 Brian Coves Suite 511,South Latashatown,IN,87567,Single Family Home,1.2,984,1930,3426,7700,Street,6,3,Ranch,2,39.791153,-106.194217,Fort,9.73
"3056 Thomas Common Apt. 897, New Caleb, NY 72339","3056 Thomas Common Apt. 897, New Caleb, NY 72339",Chicago,3056 Thomas Common Apt. 897,New Caleb,NY,72339,SFR,3.14,1168,1934,3429,5789,Street,5,3,Ranch,3,36.419604,-76.763724,Haven,8.2
"5388 Rodriguez Point Suite 786, East Joshua, MS 20387","5388 Rodriguez Point Suite 786, East Joshua, MS 20387", Closed,5388 Rodriguez Point Suite 786,East Joshua,MS,20387,Condo,2.3,799,1959,2210,5535,Driveway,4,2,Ranch,4,37.314688,-116.321102,Trace,7.93
"170 Freeman Road, North Karistad, FL 57398","170 Freeman Road, North Karistad, FL 57398", Closed,170 Freeman Road,North Karistad,FL,57398,Duplex,2.24,148,1964,1360,8282,Driveway,4,2,Split,5,38.022375,-75.367182,Prairie,9.05
"79651 Peters Stravenue Suite 479, Lake Shawn, WA 39302","79651 Peters Stravenue Suite 479, Lake Shawn, WA 39302",Atlanta,79651 Peters Stravenue Suite 479,Lake Shawn,WA,39302,Townhouse,2.7800000000000002,823,1985,1588,8634,Street,3,4,Ranch,2,39.249675,-81.562095,Point,8.09
"7060 Coleman Knoll, Port Sean, NH 30413","7060 Coleman Knoll, Port Sean, NH 30413",Dalas,7060 Coleman Knoll,Port Sean,NH,30413,Single Family Home,2.8,1602,1966,2146,7619,Garage,6,2,Split,5,39.138079,-78.682308,Squares,5.18
"270 Martin Crossroad Suite 023, Byrdburgh, IN 20576","270 Martin Crossroad Suite 023, Byrdburgh, IN 20576", Closed,270 Martin Crossroad Suite 023,Byrdburgh,IN,20576,Duplex,1.5899999999999999,1006,1931,2288,7419,Driveway,3,3,Ranch,3,40.540108,-74.069028,Prairie,7.23
"86640 Trevor Junction Suite 813, Port Christopher, CA 80485","86640 Trevor Junction Suite 813, Port Christopher, CA 80485",Chicgo,86640 Trevor Junction Suite 813,Port Christopher,CA,80485,Single Family Home,1.6800000000000002,155,1937,1782,8199,Driveway,6,1,Colonial,1,38.72055,-110.760731,Oval,5.29
"5704 Brandon Plains, West Caitlin, CT 79487","5704 Brandon Plains, West Caitlin, CT 79487",Chicago,5704 Brandon Plains,West Caitlin,CT,79487,Condo,2.4,1882,1935,2638,4111,Street,1,3,Split,2,35.929542,-83.023371,Dale,6.64
"00202 Wesley Brooks, Stevenfurt, AS 64402","00202 Wesley Brooks, Stevenfurt, AS 64402",Atlanta,00202 Wesley Brooks,Stevenfurt,AS,64402,SFR,1.57,1523,1997,3487,5711,Street,2,4,Split,2,35.266198,-107.105721,Turnpike,6.63
"62237 Kelly Crest Suite 737, South Ricardo, ND 90503","62237 Kelly Crest Suite 737, South Ricardo, ND 90503",Florida,62237 Kelly Crest Suite 737,South Ricardo,ND,90503,Condo,1.83,630,1931,2084,7855,Driveway,6,2,Ranch,5,38.052621,-89.126244,Flats,9.07
"2415 Brooks Cliffs Suite 033, East Angela, UT 17492","2415 Brooks Cliffs Suite 033, East Angela, UT 17492",Chicago,2415 Brooks Cliffs Suite 033,East Angela,UT,17492,SFR,1.51,50,2023,3118,5652,Garage,4,3,Colonial,3,35.726206,-113.686462,Land,7.18
"04649 Brian Bypass Apt. 775, West Bryanhaven, OK 76131","04649 Brian Bypass Apt. 775, West Bryanhaven, OK 76131",Dallas,04649 Brian Bypass Apt. 775,West Bryanhaven,OK,76131,Condo,1.85,528,1951,3359,5441,Street,1,4,Colonial,2,34.935462,-90.982927,Roads,5.51
"07911 Andrew Village, Lake Sara, MO 86305","07911 Andrew Village, Lake Sara, MO 86305",Dalas,07911 Andrew Village,Lake Sara,MO,86305,SFR,2.9699999999999998,1672,2006,2667,3781,Street,3,2,Colonial,4,39.686918,-73.243884,Wall,7.64
"7728 Wright Summit Suite 821, North Julia, CT 74476","7728 Wright Summit Suite 821, North Julia, CT 74476",Florida,7728 Wright Summit Suite 821,North Julia,CT,74476,Duplex,3.3,1367,1960,1107,3556,Street,2,2,Split,3,38.826699,-73.515424,Summit,5.75
"306 Bennett Path, Lake Douglas, NC 18134","306 Bennett Path, Lake Douglas, NC 18134",Florida,306 Bennett Path,Lake Douglas,NC,18134,Condo,1.57,1241,1942,1502,4154,Driveway,3,3,Split,3,40.227707,-112.341779,Green,5.12
"87580 Rush Street Apt. 752, Morantown, TN 67433","87580 Rush Street Apt. 752, Morantown, TN 67433",Dallas,87580 Rush Street Apt. 752,Morantown,TN,67433,Single Family Home,1.19,1902,1953,3015,5883,Garage,4,3,Ranch,4,35.815872,-108.530552,Islands,4.19
"63551 Charles Plaza, West Jeffrey, OH 67713","63551 Charles Plaza, West Jeffrey, OH 67713",Chicago,63551 Charles Plaza,West Jeffrey,OH,67713,Townhouse,2.62,1078,1987,539,6868,Driveway,3,3,Ranch,4,39.19191,-78.24887,Place,7.91
"398 Vargas Vista Suite 015, New Kimberlyberg, NV 85164","398 Vargas Vista Suite 015, New Kimberlyberg, NV 85164",Atlanta,398 Vargas Vista Suite 015,New Kimberlyberg,NV,85164,Condo,2.83,873,1926,1958,4441,Garage,5,3,Colonial,5,38.953738,-76.101594,Knoll,8.89
"67510 Madison Point Suite 197, Linland, AS 58708","67510 Madison Point Suite 197, Linland, AS 58708",Chicgo,67510 Madison Point Suite 197,Linland,AS,58708,Duplex,2.75,1825,1922,741,3865,Street,2,1,Colonial,5,40.866825,-114.133854,Lights,3.75
"650 Brown Dale Apt. 081, Port Lucastown, FL 08985","650 Brown Dale Apt. 081, Port Lucastown, FL 08985",Dalas,650 Brown Dale Apt. 081,Port Lucastown,FL,8985,SFR,3.34,65,2004,2538,8081,Street,2,4,Ranch,3,37.013738,-98.968622,Canyon,4.8
"1942 Tanya Hollow, Vangfort, PR 48291","1942 Tanya Hollow, Vangfort, PR 48291",Dallas,1942 Tanya Hollow,Vangfort,PR,48291,SFR,2.29,168,1991,636,4875,Driveway,6,1,Colonial,3,41.053782,-81.658293,Mountains,5.45
"57685 Todd Rapids, South Donnaview, NY 08587","57685 Todd Rapids, South Donnaview, NY 08587",Chicago,57685 Todd Rapids,South Donnaview,NY,8587,Duplex,1.12,739,1999,1151,4055,Driveway,3,4,Ranch,1,41.159007,-76.227085,Greens,6.73
"0358 Rhonda Shoal Suite 919, Arnoldstad, IN 53130","0358 Rhonda Shoal Suite 919, Arnoldstad, IN 53130",Chicgo,0358 Rhonda Shoal Suite 919,Arnoldstad,IN,53130,Townhouse,2.04,1996,2017,3425,8488,Street,4,1,Ranch,3,40.182195,-80.87745,Port,4.61
"452 Loretta Corner Apt. 437, Lake Elizabethburgh, IN 00696","452 Loretta Corner Apt. 437, Lake Elizabethburgh, IN 00696",Chicago,452 Loretta Corner Apt. 437,Lake Elizabethburgh,IN,696,Condo,2.17,1299,1968,3286,7678,Street,6,4,Ranch,5,38.864288,-78.874123,Via,4.34
"19129 Mason Oval, Tammyport, ID 14671","19129 Mason Oval, Tammyport, ID 14671",Chicago,19129 Mason Oval,Tammyport,ID,14671,Condo,2.63,286,2010,519,5563,Driveway,5,4,Ranch,2,34.36612,-97.462048,Harbors,4.99
"5467 Flowers Row Apt. 707, Martinside, CT 79720","5467 Flowers Row Apt. 707, Martinside, CT 79720", Closed,5467 Flowers Row Apt. 707,Martinside,CT,79720,Townhouse,2.11,304,1989,668,9891,Street,2,3,Colonial,5,37.769651,-100.113249,Freeway,8.75
"55390 Fowler Loaf Apt. 774, Lake Matthewville, CT 61932","55390 Fowler Loaf Apt. 774, Lake Matthewville, CT 61932",Dalas,55390 Fowler Loaf Apt. 774,Lake Matthewville,CT,61932,SFR,2.49,1737,1989,990,6984,Street,3,2,Ranch,3,36.223582,-91.611076,Cliffs,4.59
"7739 Kendra Squares, East Becky, HI 59318","7739 Kendra Squares, East Becky, HI 59318",Chicgo,7739 Kendra Squares,East Becky,HI,59318,Single Family Home,2.3,61,1960,698,9981,Garage,6,4,Colonial,5,37.442315,-104.024091,Rapids,6.7
"99749 Cook Forge, Beckfort, PA 31089","99749 Cook Forge, Beckfort, PA 31089", Closed,99749 Cook Forge,Beckfort,PA,31089,Duplex,2.76,783,1947,2525,7048,Street,3,1,Ranch,5,38.446834,-75.72544,Squares,8.61
"9909 Christopher Meadows, Rogersstad, KY 61963","9909 Christopher Meadows, Rogersstad, KY 61963",Dallas,9909 Christopher Meadows,Rogersstad,KY,61963,Duplex,1.69,1256,1976,1852,6501,Street,4,3,Split,5,34.703015,-116.42585,Inlet,8.97
"27529 Gina Shores, Matthewstad, TX 47793","27529 Gina Shores, Matthewstad, TX 47793",Tampa,27529 Gina Shores,Matthewstad,TX,47793,SFR,2.87,1898,1926,2379,6710,Garage,5,3,Split,2,35.262138,-75.284091,Square,5.34
"9579 Tonya Drive, New John, MD 45169","9579 Tonya Drive, New John, MD 45169",Chicgo,9579 Tonya Drive,New John,MD,45169,Condo,2.36,1218,2017,1916,4736,Driveway,6,3,Ranch,4,41.755336,-108.834326,View,3.68
"04918 Francisco Corners Apt. 500, Fostermouth, NV 17681","04918 Francisco Corners Apt. 500, Fostermouth, NV 17681",Atlanta,04918 Francisco Corners Apt. 500,Fostermouth,NV,17681,Single Family Home,1.53,794,1986,2423,5669,Street,3,3,Ranch,3,34.438808,-116.169595,Spring,8.2
"825 William Lights Apt. 250, New Gabrielle, PR 17375","825 William Lights Apt. 250, New Gabrielle, PR 17375",Dallas,825 William Lights Apt. 250,New Gabrielle,PR,17375,Single Family Home,3.14,253,2021,1652,5751,Street,5,4,Colonial,5,39.305248,-99.716198,Path,3.34
"044 Suarez Stravenue Suite 124, Julieberg, ID 11198","044 Suarez Stravenue Suite 124, Julieberg, ID 11198", Closed,044 Suarez Stravenue Suite 124,Julieberg,ID,11198,Condo,2.38,1958,1955,2916,3537,Street,4,4,Ranch,2,34.525017,-83.716468,Park,4.32
"85113 Harris Groves, Lake Ashleyside, KY 91804","85113 Harris Groves, Lake Ashleyside, KY 91804", Closed,85113 Harris Groves,Lake Ashleyside,KY,91804,Duplex,3.48,791,1988,1415,4393,Driveway,6,1,Colonial,1,37.205402,-80.845642,Hills,5.98
"7314 Teresa Oval Apt. 546, Millerborough, AL 65334","7314 Teresa Oval Apt. 546, Millerborough, AL 65334",Chicgo,7314 Teresa Oval Apt. 546,Millerborough,AL,65334,Single Family Home,1.57,1495,2002,1398,9288,Street,2,3,Ranch,3,39.703849,-84.544509,Groves,6.96
"63503 Calvin Knolls, Christophermouth, MP 68752","63503 Calvin Knolls, Christophermouth, MP 68752",Dalas,63503 Calvin Knolls,Christophermouth,MP,68752,Condo,2.81,1002,1993,1565,4892,Street,5,1,Ranch,2,36.244826,-75.996421,Avenue,7.85
"7946 Brandon Station Apt. 839, West Charles, AZ 79909","7946 Brandon Station Apt. 839, West Charles, AZ 79909",Florida,7946 Brandon Station Apt. 839,West Charles,AZ,79909,Townhouse,3.01,1395,1960,1022,5754,Street,5,3,Ranch,1,41.646957,-76.721494,Loop,4.43
"55593 White Tunnel, Pamelaberg, AR 38962","55593 White Tunnel, Pamelaberg, AR 38962",Atlanta,55593 White Tunnel,Pamelaberg,AR,38962,Single Family Home,1.96,1667,2016,3219,6678,Street,6,4,Colonial,1,40.507322,-100.371399,Path,8.97
"96588 Richards Locks, Port Brandy, DE 21919","96588 Richards Locks, Port Brandy, DE 21919",Tampa,96588 Richards Locks,Port Brandy,DE,21919,SFR,3.21,621,1954,2698,9387,Driveway,5,3,Ranch,2,39.502066,-104.943723,Stravenue,6.4
"8872 Soto Corner Apt. 739, South Kristine, DE 89735","8872 Soto Corner Apt. 739, South Kristine, DE 89735",Florida,8872 Soto Corner Apt. 739,South Kristine,DE,89735,SFR,2.66,1695,1972,3273,6029,Driveway,3,2,Split,4,41.043191,-95.348737,Viaduct,7.66
"5762 Alejandro Knolls, New Stephenhaven, NM 69347","5762 Alejandro Knolls, New Stephenhaven, NM 69347",Chicago,5762 Alejandro Knolls,New Stephenhaven,NM,69347,Duplex,2.54,1913,2007,2375,9727,Street,3,3,Split,4,36.812623,-98.279159,Greens,5.83
"61667 Evans Radial Apt. 413, South Pamelafurt, NE 22800","61667 Evans Radial Apt. 413, South Pamelafurt, NE 22800",Chicago,61667 Evans Radial Apt. 413,South Pamelafurt,NE,22800,Duplex,1.4,474,1972,3273,4945,Street,4,3,Ranch,4,34.959946,-89.906608,Ville,9.74
"2524 Crawford Alley Apt. 136, South Joannebury, GA 60538","2524 Crawford Alley Apt. 136, South Joannebury, GA 60538",Dalas,2524 Crawford Alley Apt. 136,South Joannebury,GA,60538,Townhouse,3.05,280,1965,2985,6176,Street,3,3,Colonial,2,38.090393,-113.344385,Unions,6.16
